,name,price_score,proximity_to_park_score,criminality_score,desired
1576,NEW Admiral/Alki Urban Cottage,1,9,7,0
1577,Modern Home with unobstructed views,0,2,7,0
1578,Panoramic View in West Seattle,1,6,7,0
1579,Admiral District Private Bedroom,7,3,7,0
1580,Desirable Basement Flat ,3,5,7,0
1581,Cozy nest with private bathroom,9,3,7,0
1582,West Seattle room with private bath,8,2,7,0
1583,7 Leaf Stepbrother Bunk Bed Bedroom,8,1,7,0
1584,West Seattle: Admiral calm & quiet,7,2,7,0
1585,Apartment Ocean and Mountain Views,1,2,7,0
1586,La Casa Morada,4,6,7,0
1587,Charming Admiral District Cottage,5,8,7,1
1588,Yurt Glamping in an Urban Oasis,5,5,7,0
1589,"Sleepy North Admiral, West Seattle",6,3,7,0
1590,Cozy Craftsman Top Floor Apartment,6,6,7,1
1591,West Seattle Vacation Cottage ,3,1,7,0
1592,North Admiral Penthouse-W.Seattle,1,2,7,0
1593,7 Leaf B&B Our Past & Our Future,3,1,7,0
1594,An Architect's Gem in West Seattle,1,3,7,0
1595,Spacious 4 BR/2.5 BA Family Home,0,0,7,0
1596,Urban Retreat,4,3,7,0
1597,Cozy 2BD West Seattle Craftsman,1,0,7,0
1598,Luxury Apt/Downtown West Seattle,8,1,7,0
1599,Coveted West Seattle Neighborhood,1,1,7,0
1600,Private West Seattle Basement Apt!,6,1,7,0
1601,Waterfront Penthouse with Roof Top,0,5,7,0
1602,7 Leaf B&B Billy Bong Thortons Room,4,2,7,0
1603,2 Bedroom home in West Seattle,6,0,7,0
1604,Classic Tudor - Quiet & Convenient,6,4,7,0
1605,W. Seattle Modern Craftsman,1,4,7,0
1606,Modern Beach Studio with 180 VIEW,5,2,7,0
1607,Alki city view condo,5,4,7,0
1608,"Skylights, Privacy & Convenience",6,3,7,0
1609,Contemporary Getaway in Seattle,3,8,7,0
1610,Quiet Studio has a Spectacular view,6,2,7,0
1611,Sweet Rambler Getaway Near Alki,1,8,7,0
1612,1904 Queen Anne Style Home,1,6,7,0
1613,1 Bedroom Studio with a serene view,6,2,7,0
1614,Lovely Wooded Mother-in-Law Cottage,6,3,7,0
1615,Luxury Apt/Downtown West Seattle,7,2,7,0
1616,Spectacular City View apartment,5,2,7,0
1617,House in the heart of West Seattle,1,8,7,0
1618,7 Leaf THC Master Suite,0,1,7,0
1619,"Fun apartment in Ballard, Seattle",2,1,5,0
1620,Three  bedroom home in Ballard,0,3,5,0
1621,The Coolest Tangerine Dream MIL! ,3,4,7,0
1622,Suite Dreams,7,8,7,1
1623,Private Room & Bath: Clean & Comfy,7,9,7,1
1624,The Adorable Sweet Orange Craftsman,2,4,7,0
1625,"West Seattle, The Starlight Studio",6,2,7,0
1626,Spectacular View Apartment,3,6,7,0
1627,West Seattle Suite Shagalicious,4,2,7,0
1628,West Seattle private entrance/suite,7,8,7,1
1629,Heart of West Seattle,0,3,7,0
1630,Townhouse in West Seattle,1,2,7,0
1631,Northern Lights Cottage,3,4,7,0
1632,3+ BR craftsman family home in WS,0,3,7,0
1633,Cottage in West Seattle ~ Guest BR,7,6,7,1
1634,Hummingbird House+Firelight Studio,0,5,7,0
1635,Cottage in West Seattle $117/night,4,8,7,0
1636,Storybook BnB - Private Studio,6,6,7,1
1637,Cozy Cottage Style,1,5,7,0
1638,nestled behind a park,7,2,7,0
1639,"Cozy Bedroom, Deck, Free Parking",8,4,7,0
1640,Adorable New Artist Apartment ,4,2,7,0
1641,West Seattle Retreat,4,4,7,0
1642,The Two Towers Guesthouse,6,7,7,1
1643,Cottage in West Seattle ~ Main BR,7,3,7,0
1644,"Clean, cozy room in sunny home",8,7,7,1
1645,Cozy 'n Convenient Man Cave,7,7,7,1
1646,Heart of W Seattle w/ Skyline View!,3,7,7,0
1647,Modern West Seattle Cottage,3,2,7,0
1648,West Seattle Alaska Junction,7,9,7,1
1649,1920s Bungalo with a 150mile view!,1,1,7,0
1650,3. Walk score 94 - Downtown in mins,9,5,7,1
1651,West Seattle - Close to everything,6,1,7,0
1652,"Cozy single bedrm, quiet W.SEA home",9,4,7,0
1653,West Seattle - Alaska Junction area,7,2,7,0
1654,Cozy Alaska Junction Remodel,7,8,7,1
1655,Contemporary New Townhome/House,1,9,7,0
1656,Charming West Seattle apartment ,5,6,7,0
1657,West Seattle Vacation Junction,2,2,7,0
1658,West Seattle Mid-Century Modern,2,6,7,0
1659,Basement level unit- West Seattle,9,1,7,0
1660,Modern home in West Seattle!,2,7,7,0
1661,Spacious West Seattle Cottage,0,4,7,0
1662,Your own floor  & Mt. Rainier view,9,4,7,0
1663,Vibrant Two-Bedroom Apartment,3,2,7,0
1664,Quiet & Cozy in West Seattle,7,3,7,0
1665,2. Walk score 94 - Downtown in mins,8,9,7,1
1666,Room @ Cozy Alaska Junction Remodel,9,8,7,1
1667,Beautiful 1911 Craftsman with views,1,3,7,0
1668,"West Seattle, like Seattle but West",9,6,7,1
1669,*Beautiful Views West Seattle Home*,0,4,7,0
1670,Sweet Urban West Seattle Bungalow,2,4,7,0
1671,Spacious 4 Bed West Seattle House,0,1,7,0
1672,"Double room, Contemporary New house",8,9,7,1
1673,Flawless City and Mountains Views,0,1,7,0
1674,"Single Room, Contemporary New House",9,7,7,1
1675,Dog-friendly 2BR townhome w/ patio!,4,3,7,0
1676,West Seattle Home near Junction,5,6,7,0
1677,Rooftop Room with a View !,9,1,4,0
1678,Magnolia Midcentury Private Den,7,2,8,0
1679,Private room in Magnolia,6,9,8,1
1680,Seattle Modern Loft,8,7,8,1
1681,The Studio at Mibbett Hollow - Boat,6,1,8,0
1682,10 Minutes from Downtown Seattle,9,0,8,0
1683,Modern Oasis in Magnolia,2,2,8,0
1684,Charming modern 2 bdm getaway ,2,0,8,0
1685,Chic One Bedroom Condo in Magnolia!,2,1,8,0
1686,Studio Apartment Pioneer Square 201,2,6,0,0
1687,Classic VW Camper Van Rental,0,0,0,0
1688,"Amazing Modern Loft, Great View",0,0,0,0
1689,Suite at the Little Red Day Spa,2,0,0,0
1690,Seattle Studio-Private Kitchen&Bath,8,0,4,0
1691,"Charming Sunset Room, Queen Bed",9,2,4,0
1692,Home Away From Home - MIL Suite    ,6,3,4,0
1693,Room A  Easiest Commute in town,9,6,4,0
1694,Cozy Room w/ Easy Ride to Downtown.,9,0,4,0
1695,"Private, Spacious, Studio",8,1,4,0
1696,Beacon Hill home fit for a family,2,0,4,0
1697,Private stand alone garden cottage,6,0,4,0
1698,Georgetown Townhouse,4,3,4,0
1699,Seattle Sleepy on North Beacon Hill,2,1,4,0
1700,Beacon Hill Cottage in the City,3,0,4,0
1701,Beacon Hill bedroom plus courtyard,9,0,4,0
1702,"Cozy Georgetown spot, sleeps 6!",4,3,4,0
1703,Seattle House - Location & Privacy,1,6,4,0
1704,Unique Seattle Log Cabin Home,5,4,4,0
1705,Cute Home w/ Easy Ride to Downtown,9,0,4,0
1706,Private Master Suite/Own Entrance,7,7,4,0
1707,Room in Beacon Hill Home,7,0,4,0
1708,SEATTLE LOFT STUDIO,5,0,4,0
1709,Private Beacon Hill Studio w/Bath,8,0,4,0
1710,Cozy room with Private downstairs,9,1,4,0
1711,comfy room&convenient location（中英）,8,6,4,0
1712,3 2 1 Contact House,8,0,4,0
1713,Prime Seattle Craftsman Home - 3Bed,1,0,4,0
1714,Sans souci in Seattle,0,7,9,0
1715,"Vibrant, Friendly Neighborhood Home",7,2,9,0
1716,Greenwood Garden Studio,6,4,9,0
1717,"Nice,clean apt,vibrant area",4,5,9,0
1718,The Whitman Ave Suites,4,0,4,0
1719,PHINNEY BUNGALOW,6,2,9,0
1720,Clean and comfy 2+1/2 bedroom Home,3,7,9,0
1721,Urban homestead close to everything,4,9,9,0
1722,"Urban by Day, Tranquil by Night",5,8,9,1
1723,Travel Nurses Welcome! Special Rate,9,0,9,0
1724,Large Cozy Room Greenwood/Phinney,9,2,9,0
1725,Quiet apt near Greenlake & downtown,6,7,9,1
1726,Shack in the back in Seattle,8,0,9,0
1727,Room on main floor with bathroom,9,7,9,1
1728,Private suite in Greenwood house,9,2,9,0
1729,Greenwood cabin private oasis,7,0,9,0
1730,Private room in Seattle House,9,6,9,1
1731,The Greenwood Perch,9,6,9,1
1732,Restful stop in Seattle!,9,0,9,0
1733,Tent Crash Pad,9,4,9,0
1734,Sunny Private Room by Carkeek Park,9,6,9,1
1735,North Seattle Home,3,0,9,0
1736,Sunny Greenlake home with a view,1,0,9,0
1737,Urban homestead room for 1 or 2,9,7,9,1
1738,Modern Townhome w/ Gourmet Kitchen,3,5,9,0
1739,Home within a Home,5,0,9,0
1740,Fun Loft Style Home,1,7,9,0
1741,4th Floor apartment in N. Seattle,3,8,9,0
1742,"Modern, Green, Sleek and Thoughtful",4,1,9,0
1743,Cozy room convenient location,9,5,9,1
1744,Private Suite w/ Separate Entrance,8,2,9,0
1745,The Tango Room w/ Private Bathroom,9,4,9,0
1746,1br 1ba in a new Townhome room #2,9,1,9,0
1747,Renovated Charmer Near Green Lake,0,1,9,0
1748,Greenwood Getaway,5,9,9,1
1749,"A Touch of Europe, I Welcome You!!",8,1,9,0
1750,Seattle Pet/Family Friendly Living,8,0,9,0
1751,Spacious private bedroom and bath,6,3,9,0
1752,Greenwood Condo,4,0,9,0
1753,Room in Cute Craftsman Style House,9,5,9,1
1754,"Bright, quiet house w/ city access",1,1,9,0
1755,Greenlake Sky Loft,6,2,9,0
1756,Queen size bed in a private room,9,1,9,0
1757,Private N Seattle Garden Getaway,8,6,9,1
1758,Spacious Apartment in Phinney Ridge,8,2,9,0
1759,Green Lake/Phinney/Greenwood Nugget,6,1,9,0
1760,"Hip, Walkable Townhome in Seattle",3,3,9,0
1761,Private room in convenient condo,9,2,9,0
1762,"Greenwood Go-To, private Bed/Bath",9,1,9,0
1763,Classic Greenwood Craftsman,4,8,9,0
1764,Greenwood Mother in Law Apartment,7,1,9,0
1765,Comfy Private Mother-in-Law,6,0,9,0
1766,"Charming, Bright, Great Location.",6,7,9,1
1767,Artists' off Greenwood 2 Bedroom,5,3,9,0
1768,Urban homestead room for 2 (queen),8,8,9,1
1769,Cute Midcentury Greenwood Abode,5,2,9,0
1770,Modern Greenwood 2 Bedroom,3,3,9,0
1771,Greenwood Bungalow,3,3,9,0
1772,Charming Greenwood Cottage,8,4,9,0
1773,Sans souci in Seattle,0,2,9,0
1774,3 Bdrm Pet Friendly Greenwood Home,5,8,9,1
1775,Cozy & Colorful 2BR in artsy area,4,7,9,0
1776,Beautiful Seattle Home ,1,1,9,0
1777,Spacious Private Daylight Basement,7,9,9,1
1778,4BD/3BA Cottage House in Greenwood,0,6,9,0
1779,Greenwood Getaway Room Private Bath,8,4,9,0
1780,Comfortable Reststop in Greenwood!,9,0,9,0
1781,Private Guest Studio- Phinney Ridge,6,1,9,0
1782,Studio Suite in North Seattle,4,9,9,0
1783,"Comfortable, quiet room in house ",9,7,9,1
1784,Bedroom with Private Spa-like Bath,5,2,9,0
1785,Room in Vintage Whittier Heights,9,6,5,0
1786,Cozy Room w Private Bathroom+Garden,8,1,9,0
1787,The Bridge to Phinney Ridge,5,1,9,0
1788,TOP Neighborhood~Super clean COZY,6,8,9,1
1789,Greenwood 1926 Craftsman,2,0,9,0
1790,Lovely apt in Seattle,6,9,9,1
1791,The Blossom Room with Queen Bed,9,2,4,0
1792,Cozy room in a beautiful home,8,6,4,0
1793,comfy room&convenient location（中英）,9,7,4,0
1794,3bd 2bt great bargain  sleep 6-10,1,4,4,0
1795,3 level brace point view home,0,8,7,0
1796,"Modern Luxury, Puget Sound Views",0,8,7,0
1797,Cozy Home with Amazing View,2,3,7,0
1798,West Seattle Home w/Dazzling View,3,0,7,0
1799,Fabulous view and Great location,7,3,7,0
1800,Fauntleroy View Suite,7,9,7,1
1801,Beachy Fauntleroy View Craftsman,1,3,7,0
1802,West Seattle - Private Family Suite,6,5,7,0
1803,Spacious Private Suite,6,2,7,0
1804,Enjoy West Seattle with Lovely View,7,2,7,0
1805,Adorable Convenient Room!,8,2,4,0
1806,Private entry one bedroom retreat,7,2,4,0
1807,Modern townhouse- Beacon Hill,1,2,4,0
1808,Cozy 1BD w/bath; parking included,9,0,4,0
1809,Mtn Views 3 blocks from light rail,8,4,4,0
1810,Ultra-Modern Hypoallergenic Retreat,3,1,4,0
1811,1 Bed/1 Full Bath,5,5,4,0
1812,Queen Bd w/Private Bath Near Dwntwn,6,1,4,0
1813,Sleeps 3 Comfy Near Downtown SEA,7,1,4,0
1814,2BdRm 1Bath Shared Near Dwntwn SEA,2,1,4,0
1815,1 BdRm BunkBed for 3 Near Downtown,7,0,4,0
1816,Queen Size Bed Near Downtown SEA,8,0,4,0
1817,Quiet Sunlight and Sleeping Cacti,8,9,4,0
1818,Abba's Urban Seattle Tent #Glamping,8,1,4,0
1819,Puget sound/Seattle view townhouse,0,4,4,0
1820,Adorable House - Very Convenient,5,2,4,0
1821,Cozy private cottage by light rail,6,7,4,0
1822,Petite 1 Bdrm Apt in N. Beacon Hill,8,8,4,0
1823,Cozy apt. w/ spacious balcony,8,1,4,0
1824,Central Private Two Bedroom Home ,6,2,4,0
1825,Adorable garden cottage,5,5,4,0
1826,5 Bed 3Bath House Near Downtown SEA,0,1,4,0
1827,Ole's Urban Seattle Tent #Glamping,8,1,4,0
1828,Cozy and Charming Apartment,7,5,4,0
1829,Modern Townhouse Near Downtown,7,2,4,0
1830,N. Beacon Hill- Super Private Room,7,5,4,0
1831,3Bed 2Bath w/ Deck Near Dwntwn SEA,1,0,4,0
1832,2bed Rm Inner City Suite Near Dwtn,2,0,4,0
1833,2Rms 2Queen Beds 2Bath Near Dwntwn ,2,0,4,0
1834,Fantastic View! Close to Light Rail,7,2,4,0
1835,Red Bed in a Green Room,9,8,4,0
1836,Bright Suite in Cute and Close Area,9,8,4,0
1837,Comfy futon and couch w/ balcony,9,1,4,0
1838,Cozy Private Room on N. Beacon Hill,9,4,4,0
1839,Modern Townhome + Great Location,2,3,4,0
1840,Soaring Crane Luxury Garden Retreat,5,2,4,0
1841,PRIVATE LITTLE BEACONHILL HOUSE,8,3,4,0
1842,1 Bdrm N. Beacon Hill Apt-East Unit,8,8,4,0
1843,Small Room with a Big Eastern View,9,5,4,0
1844,Large suite with separate entrance!,7,4,4,0
1845,Bedroom in Modern townhouse,9,6,4,0
1846,1 Bdrm N. Beacon Hill Apt-West Unit,8,9,4,0
1847,"Quiet Second Floor ""Zen"" Apartment",4,5,4,0
1848,La Guarida!..sanctuary/peace/fun,8,0,4,0
1849,Near Downtown and private home feel,4,8,4,0
1850,Beacon Hill Private Room,8,5,4,0
1851,Great 1 Queen Bed Near Downtown SEA,8,1,4,0
1852,2/1 Plush Modern Hilltop Retreat,4,1,4,0
1853,"Modern Retreat, High End Amenities",2,5,0,0
1854,Cozy N. Beacon Hill 2 Bdrm Home,6,1,4,0
1855,Delightful Cottage near Light Rail,3,2,4,0
1856,The Ranch: Bed + Breakfast,6,3,4,0
1857,Parkside Condo,4,8,4,0
1858,Paint by Number Paradise,7,9,4,0
1859,Convenient N. Beacon Hill Townhome,2,7,4,0
1860,2 BR 2.25 Bath Townhome ,4,3,4,0
1861,Sven's Urban Seattle Tent #Glamping,8,3,4,0
1862,Make a home amongst the succulents,8,6,4,0
1863,N Beacon Hill Zen Room w/ Parking,9,1,4,0
1864,Cheery Seattle House with View,6,3,4,0
1865,Garden Apt across from Park,6,4,2,0
1866,Best Seattle Views! Private Suite! ,7,8,4,0
1867,"Quiet apt, near Stadium District",3,8,4,0
1868,Peaceful Basement Bungalow,8,8,4,0
1869,Queen bed with private bathroom,8,2,4,0
1870,N Beacon Hill Rec Room w/ Parking,9,0,4,0
1871,Private suite with a view rooftop,6,4,4,0
1872,Apartment w/full kitchen and bath,6,3,4,0
1873,2BR Contemporary Columbia City Home,0,0,6,0
1874,Great Value!! The Bunny Room!!,9,0,6,0
1875,Seattle Home Close to Light Rail,4,4,6,0
1876,Seattle Tiny House Near Light Rail,4,1,6,0
1877,Right off the Light Link Rail,9,8,6,1
1878,The Carousel Room w/Breakfast,9,0,6,0
1879,The Family Room w/ Private Bathroom,9,0,6,0
1880,Lightrail to airport/downtown,8,3,6,0
1881,"Lightrail, ethnic eateries, parks!",7,9,6,1
1882,Amazing  Value! The Serene Room!!,9,0,6,0
1883,Columbia City Studio Apartment,6,0,6,0
1884,Stylish West Seattle 3BD  ,2,1,7,0
1885, Maiden Mansion - Tiny House ,5,0,7,0
1886,Awesome cozy One Bedroom Apartment,6,4,7,0
1887,Stylish studio in West Seattle,7,1,7,0
1888,Private Bedroom in W. Seattle Home,7,2,7,0
1889,"Cozy Studio, min. to downtown -WiFi",9,0,7,0
1890,"Cozy, Garden Studio in West Seattle",8,1,7,0
1891,Urban Retreat in West Seattle,9,3,7,0
1892,PRIVATE 3 BEDROOM HOME,5,4,7,0
1893,Inverness1,2,0,8,0
1894,NE of UW mother in law apartment,4,1,8,0
1895,Stunning Magnuson Park Condo,4,2,8,0
1896,"Lg private bed/BA, parking, near UW",9,1,8,0
1897,Group / family home for Christmas,0,6,8,0
1898,View Ridge Cottage on Burke-Gilman,3,7,8,0
1899,Viewridge Home,1,2,8,0
1900,"""Sprocket"" room close to Downtown",9,0,6,0
1901,Bedouin paradise w/ full kitchen,7,0,9,0
1902,Feel nature and city convenience,2,0,6,0
1903,South Seattle Urban Farmhouse-,8,2,6,0
1904,Uncommon Abode close to downtown,5,0,6,0
1905,Quiet retreat by waterfront park,6,1,6,0
1906,Sweet Seattle Urban Homestead 2 Bdr,4,0,6,0
1907,Comfy bunkbed 2 close to lightrail!,9,0,6,0
1908,Comfy Home Near Seward Park Seattle,8,2,6,0
1909,Warm Urban Charmer--Double Bed Room,9,0,9,0
1910,Guest Room,9,0,6,0
1911,Urban TREEHOUSE & Homestead,9,0,6,0
1912,Funky home in Rainier  Beach,6,0,6,0
1913,Single Bdr @Seattle Urban Homestead,9,0,6,0
1914,"Cozy, convenient btw airport & city",8,0,9,0
1915,Sweet Seattle Urban Homestead 1 Bdr,5,0,6,0
1916,Spacious House btw Airport and City,1,0,9,0
1917,"""La Femme"" room close to Downtown",9,0,6,0
1918,Private lower level of new home,8,0,9,0
1919,Warm Urban Charmer,9,0,9,0
1920,Spacious room in Lake View home,8,0,9,0
1921,Craftsman with view of Seattle ,2,1,9,0
1922,"2 Rooms available, view of the lake",6,0,9,0
1923,Redwing Street Air B&B,8,0,9,0
1924,Comfy Bed With View of Pine Tree,8,1,9,0
1925,The Klimt Room w/Breakfast,9,0,9,0
1926,Comfortable Room in Lake View Home,8,0,9,0
1927,The Lake Washington Room w/ View,9,0,9,0
1928,Single in Colorful Seattle Home,9,0,9,0
1929,Private room with view of Seattle,7,1,9,0
1930,"Nestled above the lake, Seattle",4,1,9,0
1931,"Relax in the city, private entrance",8,0,9,0
1932,Ensuite bathroom & private entrance,8,6,6,1
1933,Private Bed & Bath Near Lightrail,8,3,6,0
1934,Beautiful Mount Baker Craftsman,0,2,2,0
1935,Guest Suite with Separate Entrance,8,9,6,1
1936,Cozy room in diverse neighborhood,9,7,6,1
1937,Modern Amenities in Spacious Home,8,2,6,0
1938,Sweet space in Columbia City,5,7,6,0
1939,A lively house near Seward Park,8,2,6,0
1940,"Contemporary Studio, Columbia City",6,5,6,0
1941,Columbia City Cottage,7,7,6,1
1942,Relaxing Garden Cottage w/ Hot Tub!,5,8,6,0
1943,Columbia City Treehouse Apartment ,7,4,6,0
1944,Home in Hillman City,4,8,6,0
1945,2.5 Blocks from Anywhere,3,4,6,0
1946,Cozy Apt in Historic Columbia City,6,5,6,0
1947,"""Green"" House On the Light Rail",9,4,4,0
1948,Bedroom w/ Kitchenette & Bathroom,9,7,4,0
1949,Clean and Comfy Columbia City Home,5,9,6,1
1950,Seward Park-Sleeps 10- Int'l Dist.,1,1,6,0
1951,Sweet Little House,5,2,6,0
1952,3 BR House Close To Light Rail,1,2,4,0
1953,Farmhouse in the city,2,2,4,0
1954,Columbia City apartment,6,5,6,0
1955,Relax in best of City and Country,7,5,4,0
1956,"Charming, split-level 1BD retreat",5,9,6,1
1957,Farm House in the City,9,5,6,1
1958,La Guarida...peaceful sanctuary,8,1,4,0
1959,2 Bedroom Columbia City Home,3,4,6,0
1960,Private bed/bath in stylish twnhome,7,1,6,0
1961,Near Columbia City Light Rail,8,1,6,0
1962,Private Room and Bath,8,0,6,0
1963,Relax in best of City Green Living,7,4,4,0
1964,Private Seattle/Columbia City MIL,4,4,6,0
1965,Family Home for Urban Travelers,1,7,6,0
1966,Cheerful Seattle - Cozy Room,9,2,6,0
1967,"Bright 1 bed Columbia City, Seattle",6,4,6,0
1968,Cozy Columbia City Studio Apt,6,2,6,0
1969,Room E Single Bed in the conner,9,5,4,0
1970,Modern Views ,1,1,6,0
1971,Charming Seattle Guesthouse,6,2,6,0
1972,Charming Columbia City Apartment,4,2,6,0
1973,Little House in Columbia City,8,6,6,1
1974,Cheerful Seattle - Sunny Room,8,3,6,0
1975,Cozy charming 1 bedroom apartment,8,7,6,1
1976,Columbia City Live-Above Loft,6,6,6,0
1977,A place to stay: studio apartment,6,9,6,1
1978,Stunning craftsman--3 month minimum,1,5,6,0
1979,"Spacious, 3BR/1BA Home",1,8,6,0
1980,Cozy-Mod & Bright - Near Light Rail,4,3,6,0
1981,Dahl House in Columbia City,7,4,6,0
1982,Columbia City~Large room/Arty house,8,5,6,1
1983,Private Room in House on Light Rail,9,3,6,0
1984,"Very nice modern house, room for 8",0,1,6,0
1985,Urban Oasis: Cozy 1BD Apartment,6,3,6,0
1986,Star Wars Room,9,9,6,1
1987,Charming Downtown View  Room #2,9,8,2,0
1988,Mt. Baker Private Bedroom and Bath,9,3,2,0
1989,"Cozy home near light rail,",9,5,2,0
1990,Peaceful Retreat in the City,6,4,6,0
1991,Your own private getaway,7,4,2,0
1992,Claremont Vacation Rental,7,5,6,0
1993,Craftsman near Lake WA / light-rail,6,6,2,0
1994,Spacious 3BR/3BA Craftsman,2,3,2,0
1995,Ethiopian cottage # 2,9,0,2,0
1996,Room for visiting Medical Students!,8,5,6,1
1997,Mt. Baker Home with Roof Top Views,3,4,6,0
1998,Private room in Seattle,6,4,2,0
1999,Cozy Seattle Bedroom,7,3,2,0
2000,Studio with Lake Washington view,3,3,2,0
2001,Goat Hill House Apartment,6,9,2,0
2002,Great home for friends or family,3,3,2,0
2003,"Bright, Cozy and Spacious 1 Bedroom",7,2,2,0
2004,Modern apt near Lake Washington,6,4,2,0
2005,'Streaming in Seattle,5,2,2,0
2006,"Sunset Splendor 1C, gorgeous view!",2,5,2,0
2007,Cozy 1 BR/ 1 BA Apt in Mt. Baker,7,1,2,0
2008,"Spacious, Light-filled Townhome",3,8,6,0
2009,"Private Room, Shared 1.5 bath",9,0,2,0
2010,3 Bedroom Home close to lake,3,2,2,0
2011,Private Townhome 2 bedroom 1.5 bath,3,1,2,0
2012,Brand New Daylight Apartment,4,3,2,0
2013,Sweet Home Mount Baker,2,6,2,0
2014,Relaxed sophistication in Mt. Baker,6,1,2,0
2015,Room & Private Bath near Light Rail,8,3,2,0
2016,Art Deco '33 BnB near Columbia City,7,3,2,0
2017,Jake's Place: A Modern Guesthouse,4,2,2,0
2018,"Sunset Splendor 2B,  gorgeous view!",2,5,2,0
2019,Grapevine Cottage in Mt Baker,2,9,2,0
2020,Fantastic room and great townhouse,9,1,2,0
2021,Ethiopian cottage #3,9,0,2,0
2022,Mount Baker Modern - Quiet View Apt,2,3,2,0
2023,Passiflora Garden Guest Room,7,1,2,0
2024,Cozy Old House Near City Center,8,7,2,0
2025,Beautiful Downtown View  Room #1,9,4,2,0
2026,Cozy Red Brick Room,9,5,2,0
2027,Mt Baker Apartment,6,3,2,0
2028,Gem in Mount Baker Neighborhood,6,8,2,0
2029,Ethiopian cottage #1/Private Bath,8,0,2,0
2030,Cozy 2Br/2Bt Apt close to park,6,3,2,0
2031,Charming Seattle Studio,7,8,6,1
2032,Cozy Cottage with Lake View,4,7,6,0
2033,3 Bd Updated Home w/ View of Lake,1,4,6,0
2034,Unique Seward Park home,5,5,6,0
2035,Modern home near Lake Washington,8,6,6,1
2036,Private charming Northwest MIL,7,4,6,0
2037,Kayaks + Large Studio-Style Bedroom,8,0,6,0
2038,Private Room in Family Home,9,3,6,0
2039,The Grand Palace Room w/Breakfast,9,0,6,0
2040,Seward Park Mother In Law,5,5,6,0
2041,Beautiful Tudor Home Water View,0,9,6,0
2042,Seattle's BEST RATE - Seward Park,9,3,6,0
2043,Bright Cheery Room in Seattle House,8,7,6,1
2044,Columbia City Urban Farm Stay,8,6,2,0
2045,Seward Park Garden Retreat - 2 BR,4,0,6,0
2046,Big Lake View Seward Park MIL,5,5,2,0
2047,A Place For A Family,5,5,6,0
2048,Bird's Nest Queen Room w/Breakfast,9,1,6,0
2049,The Treehouse Room w/Breakfast,9,0,6,0
2050,Swanky Sexy B Treehouse,5,5,2,0
2051,Spacious Lake View Retreat,1,2,6,0
2052,Private Mother-in-law Studio Apt,6,2,6,0
2053,Large Studio by Lake Washington,7,8,6,1
2054,Lake Washington home,2,5,6,0
2055,PLAY- 3  Kayaks  Big 3 Bedroom Home,2,0,6,0
2056,Bright Brand New Apartment,5,8,2,0
2057,Private room by Lake Washington,7,2,6,0
2058,"Modern, Clean, Private Entrance",7,0,6,0
2059,Seward Park 1 bedroom apartment,8,2,6,0
2060,Garden Studio in Columbia City,6,5,6,0
2061,Charming house in Seattle,6,7,6,0
2062,Seward Park Bungalow (SeaFair Spot),0,5,6,0
2063,"Light , Airy Loft + 1 bdrm & more",4,4,6,0
2064,Host Home for International Student,6,5,2,0
2065,Beautiful Southeast Seattle,9,6,6,1
2066,Seward Park Zen Retreat 苏厄德公园禅撤退,2,5,6,0
2067,Park Place Apartment with a View,3,5,6,0
2068,The Love Room w/Breakfast,9,0,6,0
2069,"Enjoy Lake, Seward Park & the City",8,6,6,1
2070,Family Oasis with Stunning Views,0,1,6,0
2071,Lake Washington / Columbia City Apt,6,4,6,0
2072,"Light and airy, steps to the Lake.",8,5,6,1
2073,Spacious Family Home Close to Lake,2,3,6,0
2074,Steps to Lake Washington 3 bed/2 ba,0,7,6,0
2075,1 BD/1BA in fully equipped house.,9,5,7,1
2076,"Private room, in dog-friendly house",9,3,7,0
2077,Cozy room 10 min downtown,9,1,7,0
2078,Green on Green - Middle Level Apt.,7,4,7,0
2079,Bright Townhouse 9 Min to Downtown,7,2,7,0
2080,In-City Suite Retreat,8,3,7,0
2081,Serenity in Seattle - MIL Suite,5,3,7,0
2082,Cozy 2 bedroom 1 bathroom apartment,7,2,7,0
2083,Beautiful House in West Seattle,5,1,7,0
2084,"Urban Chic, West Seattle Apartment",3,7,7,0
2085,New Townhome 8 Min To Dntwn by Car,7,2,7,0
2086,Green on Green - Top Level of House,6,4,7,0
2087,Luna Park Upper - West Seattle,6,2,7,0
2088,Garden Cottage near beach/downtown,8,6,7,1
2089,Private room in West Seattle,9,8,7,1
2090,Modern & Cozy - Near DWTN/Stadiums,9,6,7,1
2091,Quiet West Seattle Room,9,1,7,0
2092,West Seattle Getaway,2,7,7,0
2093,Cottage on the Park - West Seattle,6,8,7,1
2094,Queen Bedroom in House West Seattle,9,6,7,1
2095,"Quiet townhome near downtown, beach",8,8,7,1
2096,Zen One Bedroom Apt in W. Seattle,9,5,7,1
2097,"Cozy Studio, Heart of West Seattle",8,4,7,0
2098,Designer's Haven-Free Park/Easy Bus,9,0,7,0
2099,2 BR Craftsman West Seattle Home,3,1,7,0
2100,"Small town vibe, minutes from city!",6,5,7,0
2101,Garden Cottage Suite Near Downtown!,9,5,7,1
2102,Master Suite,6,1,7,0
2103,NEW Private Artsy 2 BD Apartment,5,3,7,0
2104,Jodi's Place in Maple Leaf,8,0,2,0
